1415491366	12:02:46 AM	7:02:47 PM	RT @OhioStAthletics	 BUCKEYE BITS	" OSU has 9 INTs in its last 4 games. #Buckeyes lead @B1GFootball with 14 INTs this season (7th in @NCAA).\u2026						"							
1415491371	12:02:51 AM	7:02:51 PM	RT @JAmericaCollege	" Retweet if you're PUMPED to watch the #Buckeyes tonight! #GoBucks #BeatSparty @Brutus_Buckeye @Buckeye_Corner  @osutra\u2026						"								
1415491394	12:03:14 AM	7:03:15 PM	RT @TheAndyRichter	" Ohio State and Notre Dame both lost their following game after playing Navy this season. #Irish #Buckeyes						"								
1415491395	12:03:15 AM	7:03:16 PM	"After the W tonight &amp; if Flo St lose	 Playoffs here we come #OhioState .					"									
1415491397	12:03:17 AM	7:03:17 PM	RT @RyanGinnBSB	 Greetings from Spartan Stadium #buckeyes http	"\/\/t.co\/Ry7dSARCbA						"							
1415491425	12:03:45 AM	7:03:45 PM	"Could a 2 loss #SEC team be better than #Buckeyes ? Only at ESPN						"									
1415491436	12:03:56 AM	7:03:56 PM	"@cbadov creative baking. So neat! Your time of the year is coming up! #buckeyes						"									
1415491441	12:04:01 AM	7:04:02 PM	RT @MuzeGallery	 Hey #BuckeyeNation. Would you buy this phone case? Muze needs to know. #GoBucks #Buckeyes #TBDBITL #OSUMB #OSU http	"\/\/t.co\u2026						"							
1415491444	12:04:04 AM	7:04:04 PM	RT @Scarletjersey	" Could a 2 loss #SEC team be better than #Buckeyes ? Only at ESPN						"								
1415491454	12:04:14 AM	7:04:14 PM	"1 hr til osu beats Michigan state! #GoBucks #OhioState						"									
1415491459	12:04:19 AM	7:04:19 PM	\u201c@JustoJustglo	" Best College thus far !!!! #ohiostate vs Michiganstate\u201d						"								
1415491488	12:04:48 AM	7:04:48 PM	RT @RyanGinnBSB	 Greetings from Spartan Stadium #buckeyes http	"\/\/t.co\/Ry7dSARCbA						"							
1415491488	12:04:48 AM	7:04:49 PM	RT @UofCFB	 Which team are you rooting for tonight?\nRT for #MichiganState\nFAV for #OhioState\n#OSUvsMSU http	"\/\/t.co\/WjhEUsZ68F						"							
1415491492	12:04:52 AM	7:04:52 PM	RT @Core6Athletes	 Less than 2 hours away. Who you got? RT for #OhioState FAV for #MichiganState #B1G #CollegeGameDay http	"\/\/t.co\/qna5mxlthj						"							
1415491498	12:04:58 AM	7:04:58 PM	RT @JAmericaCollege	" Retweet if you're PUMPED to watch the #Buckeyes tonight! #GoBucks #BeatSparty @Brutus_Buckeye @Buckeye_Corner  @osutra\u2026						"								
1415491498	12:04:58 AM	7:04:58 PM	"#OhioState vs. #MichiganState game tonight!!! @smallbatchLLC is cooking in the Red Room all night!!! #ClubFuelOhio						"									
1415491498	12:04:58 AM	7:04:59 PM	"#BigTen playoff hopefuls Ohio State &amp; Michigan play with Big Ten title hopes on the line. #Sparty #Buckeyes						"									
1415491499	12:04:59 AM	7:04:59 PM	"#BigTen playoff hopefuls Ohio State &amp; Michigan play with Big Ten title hopes on the line. #Sparty #Buckeyes						"									
1415491508	12:05:08 AM	7:05:08 PM	"Ready to watch my #Buckeyes takeover at Michigan St!						"									
1415491520	12:05:20 AM	7:05:21 PM	RT @RyanGinnBSB	 Greetings from Spartan Stadium #buckeyes http	"\/\/t.co\/Ry7dSARCbA						"							
1415491553	12:05:53 AM	7:05:54 PM	"Almost #Buckeyes time						"									
1415491566	12:06:06 AM	7:06:06 PM	"#buckeyes (@ Vaughan's Pub in Chicago	 IL) https"	"\/\/t.co\/6aC3cmXakm					"								
1415491567	12:06:07 AM	7:06:07 PM	"T-55 minutes to #Buckeyes kickoff.						"									
